id,sentence
5484,"Когда человек кого-нибудь любит, он становится совсем другим."
5485,Почему ты все время вскакиваешь?
5486,"Согласно последних генетических данных предки всех современных собак были одомашнены в одном месте, ане в разных уголках мира."
5487,Но Александр Борисович отрицает какие бы то ни было мстительные мотивы в своем выборе.
5488,"Он всегда говорил очень убедительно, хотя у меня возникали некоторые сомнения."
5489,"Стая птиц, поднявшихся над болотом, покружили немного, громко крича, но вскоре успокоились."
5490,Приступать с такими важными сборами к суду над маленьким поэтом — все равно что описывать жизнь какого-нибудь столоначальника тоном Плутарха.
5491,"С кем ты хочешь, чтобы я пошел ?"
5492,"Иван, к счастью, сможет прийти в редакцию."
5493,Такой мысли не возникает.
5494,"Как я надеюсь, ты собрался?"
5495,Террористы не взрывали газопровода.
5496,Чего ради я побегу?
5497,"Кто куда пришел, несмотря на головную боль?"
5498,"Дай Бог, чтобы все обошлось благополучно."
5499,Он вырос из него в юношу.
5500,Белоконев не работает в Университете.
5501,"Он дал этой местности красивое, звучное название."
5502,"Книга, которая что была на полке."
5503,Информированность депутата в вопросах сельского хозяйства помогла достаточно быстро и квалифицированно решить многие проблемы.
5504,"Я был уже не первой молодости, но вздумал учиться живописи, — у меня всегда была страсть к ней."
5505,В этой реке множество рыбы.
5506,Море приняло в себя горные дождевые потоки.
5507,Этот выдающийся учёный-физик считал себя полным невеждой в литературе.
5508,Этот участник соревнований получил хорошие результаты.
5509,Командира минометного взвода Савостина убило пулей.
5510,"Однажды я стал виновником ссоры, возникшей между Валдаем и Федей."
5511,"Египетский мост в Санкт-Петербурге известен благодаря не столько установленным на нём сфинксам, но и мистической истории, произошедшей в 1905 году."
5512,"Я был рядом с вашим домом, но к сожалению не смог зайти к вам."
5513,Я зачислил его в группу Матвеева.
5514,"Мы спросили о том, что можем ли вдвоём выполнить одну проектную работу."
5515,"Люди вы свои, и мне жалко, коли вы пропадете ни за что."
5516,Блестяще проведенным экспериментом он доказал свою гипотезу.
5517,Иванова на лекции на заседании нет.
5518,"Попов полагал, что, раз прибор научился сам звонить в звоночек, можно заставить его и трубочку встряхивать самому."
5519,Я получила незаслуженный упрек.
5520,От него пахнет водкой.
5521,Возьми мне из ее чемодана полотенце.
5522,"В течение нескольких секунд следователь копался в архивах своей памяти, пытался извлечь оттуда хоть какие-то воспоминания о событиях годичной давности."
5523,По кому вы ходите?
5524,Николай женился на Ольге в двадцать три года.
5525,Он еще не прочитал этой статьи.
5526,Мы с вами долго не увидимся.
5527,"В душе наступает покой, когда рядом с тобой друг."
5528,Кто писал эту записку?
5529,Почему же вы сердитесь?
5530,"Всадник поскакал к реке, а не заскакал."
5531,Я не буду обременять его своей просьбой.
5532,Я с самого сначала ему не поверил.
5533,"Ты поезжай вперед в тот ресторан, где мы вчера обедали, займи кабинет и распорядись, понимаешь?"
5534,Новые слова в тексте не встретились.
5535,Он звал меня на свой концерт.
5536,"Михаил спросил меня, что не хочу ли я пойти в субботу в театр, открывшийся после реконструкции."
5537,При выращивании таких растений на дно горшка обычно кладут большой слой керамзита.
5538,Я насильно познакомил Ивана с Петром.
5539,"Когда я вошел, Иван открывал окно."
5540,В поселке ли врач?
5541,Эта трава выше деревьев.
5542,Одна женщина подарила мальчику яблоко.
5543,Я тогда не смог переубедить кого-нибудь из них.
5544,"Мне предоставилась возможность все видеть, самому оставаясь незамеченным."
5545,Я вчера получила в ГУМе ботинки.
5546,Он все время вскакивал.
5547,"Эта гипотеза, которая, как Бор рассказывал, была предложена Дираком в 1930 г."
5548,Марта смотрела на собор.
5549,"Я забыл, что у Маши сегодня день рождения."
5550,"Где-то в отдалении, почему-то очень волнуя сердце, шумели поезда."
5551,"Теперь я понимаю, как ей тяжело."
5552,"Потом пожалел, что не взял собаку."
5553,"Имеются признаки, что условия жизни у нас действительно переменятся."
5554,Рядом с ним стояла девушка с припухшими глазами и выбившейся из под платка прядью волос.
5555,Публика с возмущением приняла его выступление.
5556,"Нефтяные загрязнения являются угрозой всему живому в Мировом океане, возникающие при транспортировке нефти."
5557,"Если все инженеры могут выполнить эту работу, то зачем приглашать какого-то знаменитого специалиста."
5558,Я принял его за военного.
5559,"Чтобы нести тяжёлый груз в правильном направлении, для этого группа муравьёв постоянно передаёт друг другу руководство переноской."
5560,Что состоится на факультете лингвистики конференция?
5561,Возле каждой чашки я положил по шоколадке.
5562,Он ест все маслины.
5563,В данном случае наши интересы совпали.
5564,"Они оказались в приемной, на стене которой висело старинное бронзовое зеркало с ручкой, а над ним – удивительной красоты венецианская карнавальная маска золотого цвета."
5565,Он долго не отвечал.
5566,Дерево было срублено близко от корней.
5567,Пирог был с удовольствием испечен.
5568,Не белело парусов на горизонте.
5569,"Зоологи из Калифорнии проанализировали многочисленные видео зевающих слонов и выяснили о том, что животные так охлаждают мозг."
5570,У нас возникли сомнения.
5571,Всего мы прошли пешком около пятисот километров.
5572,Он был перенесен слугами сам к себе в кабинет.
5573,"Все детство я знал немецкий язык, а потом забыл."
5574,Я хочу выпить какой-нибудь минеральной воды.
5575,А ведь меня могло бы здесь не быть.
5576,"Ваня вернулся, а Федя пока остался в школе."
5577,"К нему-де со стороны городов Балашова и Калача продвигаются чехословаки, а потому, мол, «вы разъезжайтесь из Саратова», просил нас докладчик."
5578,"Я приму эти деньги, но приму их только от вас и ни от кого другого."
5579,Сознание обывателя исключает какую бы то ни было симпатию к олигархам вообще и к Михаилу Ходорковскому в частности.
5580,"Я не был в зале, когда выключили свет."
5581,"Три часа длился бой, затем гнали противника из деревни и по болоту."
5582,"Специалисты съехались со всех концов страны, с других трубных заводов, и живут без семей."
5583,Он избегает встреч с этой женщиной.
5584,Ее усталые глаза смотрели вдаль.
5585,Я опять потерял нить.
5586,Хочу поговорить с ними с обоими.
5587,"Думаю, что мосты еще не сняли."
5588,У Матвея с детства был звучный голос.
5589,"Хозяин, не желая показаться невежей, поспешно вышел из гостиной и первым протянул необычному гостю руку для крепкого рукопожатия."
5590,"Вася сказал, что у него что-то для меня есть."
5591,С ним же там жил брат-учитель.
5592,Иван опять провалился на экзамене.
5593,Иван передал Вам привет.
5594,Враг поднялся на городскую стену и встретил на ней ожесточенное сопротивление.
5595,"Открыв окно, Мартину показалось, будто что-то свистит."
5596,"Лицо ― длиннее, чем надо, а тело ― короче."
5597,Он выбрал для прогулки тихую улицу.
5598,"Судьбе великого математика Джона Нэша посвящен фильм «Игры разума», основанный на фактах биографии учёного."
5599,"Главное в том, что Иисуса-то этого, как личности, вовсе не существовало."
5600,"Пётр чувствовал о том, как слипаются от усталости глаза и страшно ломит тело."
5601,Он кое-как справился с заданием.
5602,Раскрывшиеся губы показали ряд блестящих зубов.
5603,"Кто ты хочешь, чтобы пришел?"
5604,Опасность подскользнуться на льду или соскользнуть по нему вместе с тонким слоем покрывающего его снега увеличивалась с каждым шагом.
5605,"Идите, можете любить кого вам угодно я и развод дам."
5606,"Прежде, когда на Пьера находили такого рода сомнения, сомнения эти имели источником собственную вину."
5607,Прогулка не состоялась благодаря плохой погоде.
5608,Мне во что бы то ни стало нужно иметь это кольцо.
5609,Я умру в крещенские морозы.
5610,"Привел мальчика, держа в руках книгу."
5611,Двадцать яблоней высадили на Туевой аллее и у мемориального камня «Павшим за Родину».
5612,"Приходится признать, что ни одна из сводок никуда не годится."
5613,Парк тогда окружал усадьбу?
5614,"Я люблю не только читать газеты, но и журналы."
5615,"Слишком поздно выясняется, что он здесь."
5616,"Он сидел в кресле, поблизости от него стояла недопитая бутылка вина."
5617,"Редакция с вами прощается, до новых встреч!"
5618,Альбомы будут стоить 9 долларов 95 центов.
5619,"Должна быть у вас моя карточка, я записывался."
5620,После этого они начали смеяться громко.
5621,Собрали меньше центнера хлопка с гектара.
5622,Из Джона и Мери я больше люблю его.
5623,Он расстался с не более тысячью рублей.
5624,Он никому не написал.
5625,Чем он покончил с мировой культурой ?
5626,Я поговорю с ними со всеми.
5627,Это ты верно увидел.
5628,Он живет в маленьком городе у Москвы.
5629,"Приняв сражение, он рисковал бы потерей армии."
5630,В 1845 г. он получил место судебного следователя.
5631,Отопление включено неделю назад.
5632,"Вот дерево засохнуло, но все же оно вместе с другими качается от ветра."
5633,"Не беспокойтесь, ответственность я беру на себя."
5634,В тот момент он ел немного бульона.
5635,Ему теперь праздник не в праздник.
5636,С семистами тоннами золота они скрылись в тумане.
5637,"Я бы даже не сразу узнала Тусю, если бы уже не видела ее раньше на этой кровати."
5638,У меня есть один прекрасный учитель математики.
5639,"Стыдно, что я его не навестил."
5640,Она поговорит с кем-нибудь из них.
5641,Я взяла отпуск со следующего понедельника.
5642,"Прекрасные подснежники распускаются ранней весной, которых не увидишь больше ни в одном уголке Земли."
5643,Мне необходимо это выяснить.
5644,"Бюро, однако же, не гнушалось и поиском мелких воришек или разоблачением супружеских измен."
5645,Из-за отстегнутого ворота рубашки глядела смуглая и крепкая грудь.
5646,По завещанию имущество достается жене и детям.
5647,"Среди лис встречаются пугливые и любопытные, суетливые и спокойные, бывают любители поспать подольше, а бывают «жаворонки»."
5648,Иван не купил на рынке игрушек.
5649,Мешок весит не 50 кг.
5650,Лена просит мужа позволить ей ездить туда одна.
5651,Рядом с местом стула лежал коврик.
5652,Ее голос до сих пор звенит у меня в ушах.
5653,Пробовал кликнуть жену — ни одного звука не вырвалось из его гортани.
5654,"Вследствие этого решено было летом уехать ей в Самарские степи, где у папа было имение."
5655,Уже триста англичан решили на всякий случай получить страховые полиса от небесной напасти.
5656,Его еще не прочитало этой статьи.
5657,Потом до захода солнца мы идем в том же направлении.
5658,Император поддерживал проводившуюся политику индустриализации страны министром С.Ю.Витте.
5659,"Я вижу, что там кто-то есть."
5660,"Сохраняя в своей лирике пушкинский образ пророка, Некрасовым отвергается другой важный символ поэтического мира Пушкина – образ «поэта-жреца»."
5661,После этого она получила к нему доверие.
5662,В каждой группе по ребенку стало нездоровиться.
5663,С тех пор она хромает.
5664,"Я не знал, кто такой Ленин, никогда не слышал этой фамилии."
5665,"Я хочу, чтобы в комнате был виден беспорядок, все стоит вверх дном."
5666,"Мысль их обнять, увидеть Марию Ивановну, от которой не имел я никаких известий, одушевляла меня восторгом."
5667,Отмель врезалась в море.
5668,"В прошлое воскресенье я уже два часа гуляю по улицам, и вдруг..."
5669,Дикое существо была эта Бэла.
5670,"Он оправдывался тем, что его ружье слишком долго было заряжено."
5671,Она сидела рядом со мной и плакала.
5672,Символическая власть есть власть творить вещи при помощи слов.
5673,Колосенцев с деловитым видом тут же поднялся.
5674,Возьми мне на складе еще одну банку консервов.
5675,Они давно живут в Стрелецке.
5676,Поколение наших отцов и дедов с недоверием воспринимали реформы.
5677,А теперь он продает возле дома.
5678,О проделках хитрого кота скоро знал весь дом.
5679,"Пусть скажут нам, кто же отдал этот приказ снять первого сентября все посты на подъездах к школе?"
5680,Если бы я упал — разбился бы насмерть.
5681,"Куда ты не знаешь, как добраться?"
5682,До меня наш производственный процесс выглядел так: с утра мы садились и играли в сику.
5683,"Согласно правил о чередующихся корнях, их нельзя проверять ударением."
5684,Здесь нельзя перейти улицу.
5685,"Лично я очень доволен, что мы отказались от обедов."
5686,Она живет в маленьком городе поблизости от Курска.
5687,"Мы отправляем на эту конференцию наши доклады, потому что она для нас была очень важна."
5688,"Иван сказал, что он заболел."
5689,"Вероятно, он принял меня за кого-то другого."
5690,Она переняла его методы работы.
5691,"Она долго бежала вдоль забора, а потом повернула налево."
5692,Учителя очень нужно увидеть.
5693,Эти препараты сейчас пропали.
5694,Она спокойно приняла это известие.
5695,"Я звонил Маше, но ее дома не оказалось."
5696,К около десяти километрам скоро достроят новые пять километров набережной.
5697,"Я в поте лица зарабатываю скромное жалование и скапливаю по крохам, чтобы купить себе в конце недели килограмм сосисек."
5698,Давно мы вас в нашем захолустье ждем….
5699,"Дальневосточный леопард — один из северных подвидов семейства, отличающихся светлым пушистым мехом с крупными чёрными пятнами."
5700,"Одним словом, мне невыразимо тяжело было иметь с ним какие бы то ни было отношения."
5701,Не приводится субстантивных доказательств каких бы то ни было связей прежнего иракского режима с организацией бен Ладена.
5702,Такую егозу поди удержи.
5703,"Зина считает, что черт его знает, придет он или нет."
5704,"Он рассказал мне замысел поэмы, которую хотел того, чтобы я прямо по замыслу, без текста перевел."
5705,"Тот факт, что он не пришел, ничего изменит."
5706,"Журналистка была приглашена министром, чтобы дать ей интервью."
5707,"Мне подарили книгу Л.Н.Толстого, опубликованного ещё при жизни писателя."
5708,Я люблю отдыхать на Волге.
5709,"Он мечтал, как выследить тигра."
5710,"Заметь, что Бель приводит эту черту как дело весьма обычное."
5711,"Да полно, существует ли он еще, этот дом?"
5712,"Ещё оставалось сорок минут, и я пролистал «Даму с собачкой» — рассказ про «будничный ужас жизни», как написано в предисловии."
5713,"Согласно легенде, кастильский вельможа дон Руис Гонсало де Толедо, граф Оргас пожертвовал этой церкви, в которой он выразил желание быть погребенным, большие сокровища."
5714,День на день не приходится: примерно двумя тысячами ответов и трёхстами вопросами получаю до 5 рублей в сутки.
5715,"Тысячелетиями Китаем управляла каста способнейших, которых отобрали через государственную систему экзаменов с жёсткой конкуренцией."
5716,"Сколько ты приходишь, чтобы тебе заплатили?"
5717,"Там на поляне, вблизи которой можно было ожидать тетеревиных выводков, я отпустил Верного."
5718,"Я вспомнил, что эта та самая гостиная, в которой не помню, о чем мы беседовали."
5719,С учителями он ведет себя вызывающе.
5720,Он пять лет располагал земельным участком.
5721,Тогда мы с тобой оделись потеплее и пошли гулять.
5722,"Вероятно, с ним что-то произошло."
5723,"Волшебник — не благотворительная организация и не Красный Крест, чтобы немедленно приходить на помощь."
5724,"Около нее бежала молодая женщина в темно-синем пальто, а сзади — высокий мужчина в полушубке."
5725,"Чем хочешь ты, чтобы я поклялся?"
5726,А ты живи с нами до смерти в пастушьем колхозе.
5727,"Вронский при встрече с Голенищевым дал ему тот холодный и гордый отпор, который он умел давать людям."
5728,"Я буду осторожен, чтобы не вызвать подозрения."
5729,В полку есть оркестр.
5730,"Выходя из дома, я заметил, что калитка открыта."
5731,Ее поклонник как всегда сидел около нее.
5732,"Сходя на берег в очередной гавани, меня удивили способности местных проводить время в расслабленно-созерцательной позиции."
5733,"Когда по истечению четырёх лет пребывания в Швейцарии Николай вернулся в свой маленький уездный город, он удивился тому, насколько тот изменился."
5734,Мы пойдем ни до чего.
5735,У тебя на носу есть чернила.
5736,Ты не должен ей помогать.
5737,Категорически запрещалось вступать с ними в какие-либо разговоры.
5738,"Исключения здесь составляют разве что некоторые африканские страны, однако стоит ли нам ориентироваться на их, мягко говоря, неоднозначный опыт?"
5739,"Отсюда деревни не видно, надо доплыть до поворота."
5740,В каких населенных пунктах находятся склады?
5741,Каждое утро я его будил.
5742,"Я показал этот текст студентам, обоим сведущим в эскимосском языке."
5743,"Песня звучала всё сильнее и сильнее, покрывая шум барабанившего дождя по мокрому асфальту."
5744,Его письмо подтвердило его согласие.
5745,Этот пиджак он шил себе сам.
5746,"В программе праздничного вечера, который состоится в «Олимпийском», намечались выступления не только русских, а также зарубежных исполнителей."
5747,"Несмотря на то, что я готовился, мне достался трудный билет и который я не знал."
5748,"Здесь слишком жарко, чтобы заседать."
5749,"Он разыскал поблизости ручей, набрал воды в чайник, развел костер из плавника."
5750,"Я хочу, чтобы они зайдут, а ты спрятался ."
5751,"Он молча посмотрел на нее, как будто что-то взвешивая."
5752,Весь год нуждался в отдыхе.
5753,"Ники не оказалось ни в саду, ни в доме."
5754,"Во время взрывая оказался рядом с камином, и это спасло мне жизнь."
5755,"Тут начинает звонить телефон, и он вскакивает."
5756,У него только одни способности.
5757,Он прибил мне вешалку в прихожей за пять рублей.
5758,Тем временем или помощь подоспеет.
5759,Более ста пятидесяти лет тому назад никто не мог предполагать и думать о мобильных телефонах.
5760,Стены уже который год грозятся перекрасить.
5761,Война застала его в Ленинграде.
5762,"Адвокат произнёс обдуманную, артистически разыгранную защитительную речь, благодаря которой подсудимый был помилован присяжными."
5763,"Я буду читать слова, а вы запоминайте!"
5764,Они еще успели купить билет.
5765,"Власти решили не рисковать и не использовать такую меру, как отстранение губернатора от должности, вызвавшей бы непредсказуемую реакцию."
5766,Трудно ничего не делать.
5767,"Он или в Челябинской, или Владимирской тюрьме."
5768,Среди его друзей есть бизнесмены.
5769,Вдали дважды белел парусник.
5770,"Когда Адам проснулся, Ева уже ушла."
5771,"В федеральных магазинах оно и радует, что ценник одинаковый."
5772,Вы пила лекарства?
5773,"Кто рыжий, а Вася блондин?"
5774,Выгодность сделки была очевидна.
5775,Мой радиоприемник не принимает короткие волны.
5776,Ты не видел Машу?
5777,Она была на несколько лет старше его.
5778,"Даже в эпоху практичных людей появляются те, кто воюет с несправедливостью."
5779,"Осип Брик в ряде статей обнаружил, что он никогда не понимал Маяковского."
5780,Не слышалось никакого звука.
5781,"А как стала платить около кассы, туфли у нее исчезли."
5782,Он спокойно принял известие об измене невесты.
5783,"Скажите ей, кто вы такой!"
5784,Точно я не могу сейчас вспомнить.
5785,Знакомых по дороге нам не встретилось.
5786,Она питается исключительно вегетерианской пищей.
5787,Лейтенант-коммандер Ходжкинсон получил приказ быть готовым к взлету.
5788,Новый проект удивил нас кое-какими интересными деталями.
5789,Дубровский назначил им местом свиданья Кистеневскую рощу.
5790,Он взял ребенка на руки.
5791,Он сидел неподалеку от нас и читал.
5792,"Нужно бороться против тех, кто сеет зло."
5793,Внимательно вы эту статью не прочли.
5794,Так я и пошел!
5795,"Иван закрыл глаза, чтобы он не увидел происходящего."
5796,"На неприличный вопрос я получил и соответствующий ответ, причем в голосе Поликсены послышалась какая-то вибрация."
5797,"Проведение в жизнь директив является поэтому сейчас более необходимым, чем когда бы то ни было."
5798,"Он, я с вами согласен, сильно изменился."
5799,"Она стояла так близко, что я ощущала запах ее духов."
5800,Окно было открыто час назад пятнадцать минут.
5801,Ты хоть раз вешал эту карту?
5802,"Тут к нему подошёл боец без погонов, назвавшийся старшиной Огрызковым, который, по-видимому, уже имел какой-то парашютный опыт."
5803,Приход Пети объясняет отсутствие Вани.
5804,"Пожалуй, стоит изменить место встречи вокзал."
5805,Я не смог уговорить никого из них.
5806,Перемен в технической политике фирмы еще не наступило.
5807,Лена пообещала больше не ездить туда одна.
5808,"Косуля—очень пугливое животное, и встретить его удается очень редко."
5809,Весь вечер я волновалась.
5810,У Пешковского обсуждается проблема залога.
5811,Я имею деньги в кармане.
5812,"Надо, чтобы жена принесла свое, а муж — свое."
5813,Она живет в маленьком городе близ Курска.
5814,"Нельзя не любить того, кто обладает такими достоинствами."
5815,Я не читал твою статью.
5816,Развал лаборатории –– не его вина.
5817,"Этот игрок был куплен «Реалом», чтобы играл на правом фланге защиты."
5818,Он дал мне время кончить работу.
5819,"Согласно легенде, кастильский вельможа дон Руис Гонсало де Толедо пожертвовал этой церкви, в которой он пожелал быть погребенным, большие сокровища."
5820,"Тут к нему подошёл боец без погон, назвавшийся старшиной Огрызковым, который, по-видимому, уже имел какой-то парашютный опыт."
5821,С кого он имеет право требовать недостающую сумму и где о нем написано?
5822,"Как утверждают одни ученые, эти игры вредны, как утверждают другие, они полезны."
5823,"Если после столкновения футболист через секунду не вскочил и снова не бросился в бой — значит, у него действительно очень серьезная травма."
5824,"Благодаря стараний всей команды, нам удалось обойти главных конкурентов."
5825,"Совершенно очевидно, что человек отчаянно зануждается в профессиональной консультации и радикальной перемене образа жизни."
5826,"Она расплакалась в присутствии Феди Долгова, благодаря которому в биографии Еки возник период пусть недолгий, но вспоминаемый ею впоследствии с гордостью."
5827,"Интересно оригинальное расположение лёгких ажурных балконов башни, создаваемые «воздушный переход» из одной части дома в другую."
5828,На стене справа висела картина.
5829,"Какого человека, ты говорил, она ударила?"
5830,"Жаль, право, что эти добрые люди так сплетничают; это отнимает всякую охоту ходить к ним."
5831,"Согласно прогнозов синоптиков, весна в этом году будет ранняя."
5832,Ваша организация не выполнила гарантийные обязательства.
5833,"Не хочу знать, кто и зачем его сюда привел."
5834,Камни заваливают вход в ущелье.
5835,Петя Иванов нарочно медленно ест суп.
5836,Он мне только казался.
5837,Разве есть смысл что-либо менять?
5838,"В ту субботу я, окончив дела, как обычно поехала к Игорю."
5839,Он был утешен чем-то.
5840,Преподаватель предложил студенту сократить курсовую работу.
5841,"Отважный смотритель, рискуя жизнью, бросился наперерез понёсшегося вскачь коня."
5842,Я совершенно не представляю себе этого человека.
5843,"Она не унывала, сознавая, что их разлука долго не продлится."
5844,"Я считаю, что ты, несомненно, справишься."
5845,За стеной кашлял человек.
5846,"Лекцию слушали не только внимательно, но и записывали."
5847,Поезд следует из чего?
5848,Появление Пети объяснило мне отсутствие Вани.
5849,У телефона лежала записная книжка.
5850,"Одному из героев романа, ищущим смысл жизни, открывается путь к внутренней свободе."
5851,Я воспринимаю его как своего врага.
5852,"В своём романе «Герой нашего времени» М.Ю. Лермонтов раскрыл индивидуализм Печорина и рассматривает не только его психологию, но и мировоззренческие основы его жизни."
5853,У нас в институте занятия по английскому языку.
5854,У меня есть серые глаза.
5855,Следующий довод опроверг его утверждение.
5856,"Она попросила меня выяснить причины конфликта, самому не вмешиваясь в него."
5857,"Иван подозревает, что его обманывают."
5858,Ее голос стал горькой ноткой.
5859,"В то время как случилось несчастье с Никанором Ивановичем, в кабинете Римского находились двое."
5860,"Он думает, что все знает об этом."
5861,"И однажды он не выдержал, сбрил успевшую отрасти до бородки щетину."
5862,Альфред любит современную музыку.
5863,"Подразделения полка, наступающие по долине, стремятся выйти в тыл противнику, обороняющему высоты, поражая его фланговым огнем своей артиллерии, минометов и пулеметов."
5864,Лоси в нашем лесу не водятся.
5865,Неужели ты до сих пор оскорбляешься?
5866,Пойду и возьму зарплату.
5867,Его не пришлет ответ.
5868,Я сделал ей подарок.
5869,Здесь построили два комбината.
5870,Тебе надо быть неприступной.
5871,"Тот день, как они расстались, был сорок пять лет назад."
5872,"Я не знаю, куда он пошел."
5873,"Коля считает, что защита состоится, скорее всего, в октябре."
5874,"Я стал бояться, как бы он нечаянно не нажал собачку."
5875,Эти студенты — сами специалисты в эскимосском языке.
5876,Ты еще за это поплатишься!
5877,"Иногда ты играешь с ней в одной сцене и не понимаешь, что она делает, пока не посмотришь отснятый материал."
5878,Кто-нибудь из вас мог бы пойти туда.
5879,Все были довольны большой молодцом.
5880,Моя дочь связалась с негодяем.
5881,В два часа меня уже не будет в институте.
5882,"А. И. Куприн не хотел смириться с пошлыми, практическими взглядами на любовь и брак и пишет рассказ «Гранатовый браслет» о настоящей любви."
5883,"Вообще-то он в комнате, но сейчас он вышел."
5884,Ефрем управлял одновременно и Ростовской епархией после смерти в тысячу девяностом году епископа Исайи.
5885,Я выбрал кота среди других котов.
5886,Они не встречали никакого сопротивления на своем пути.
5887,Вани нигде не было.
5888,"Если такой материал уже имеется, то сможете ли вы его дополнить и написать более интереснее существующей статьи?"
5889,"Виной тому, мягко говоря, нестабильная политическая ситуация — в той же Колумбии много лет идет гражданская война, а часть территории страны вообще не контролируется федеральным правительством."
5890,"Отвечая на экзаменационный вопрос, студент сказал: «Большой вклад в нашу устойчивость к болезням вносила эволюция самих возбудителей, направленных на минимизацию вреда хозяину»."
5891,Быть убитому лекаpством – в наше вpемя уже не смешно.
5892,Я не застал Машу у себя.
5893,"Я с автором согласна то, что молодёжь больше увлекается интернетом, чем книгами."
5894,В небе находится неопознанный летающий объект.
5895,"Албанские экстремисты стремятся уничтожить всё, что в Косово и Метохии имеет какие-либо сербские признаки."
